"performance work wip","Perfective"
"refactoring","Perfective"
"lock optimization","Perfective"
"new performance figures","Adaptive"
"getType, etc","Adaptive"
"added  in(Collection)","Adaptive"
"close cursor in tests","Perfective"
"preparing to-ones without fk properties (experimental)","Adaptive"
"check value type, orderDesc","Adaptive"
"tested and fixed Date/boolean property values","Corrective"
"renamed DaoBase to DaoCore","Perfective"
"added dummy ressources as a workaround for the git empty directory problem","Corrective"
"(not)Null tests for query builder","Adaptive"
"enabled findbugs, minor fixes","Corrective"
"using Reference","Other"
"prepared: bind to-one values without fk property","Adaptive"
"updated build","Perfective"
"testDeleteAll","Adaptive"
"fixed order with multiple properties","Corrective"
"testDeleteAll","Adaptive"
"comment for not-null values","Administrative"
"fixed testAssignPk for protobuf tests, new line","Corrective"
"kicked out Column again; using Property instead","Perfective"
"to-many skeleton","Adaptive"
"first to-many working","Adaptive"
"reset to-many, test refactoring","Perfective"
"new tests for resetting to-many relations","Adaptive"
"Switched to ADT14","Perfective"
"to-many with custom join properties and multiple join properties","Adaptive"
"active entities","Adaptive"
"per entity flag for keep section, global entityActive deafult flag, clean up","Perfective"
"readme","Administrative"
"added missing license header to test classes","Adaptive"
"Added some license info and JavaDocs","Administrative"
"JavaDocs, limited scope of DaoConfig","Administrative"
"readme for greenDAO","Administrative"
"managing additional imports to fix imports with different package, fixed toMany problem in DAO template","Corrective"
"V1.0.1","Other"
"superclass and interfaces for entities","Adaptive"
"added tests for tree-like entities","Adaptive"
"Removed schema version from entities and DAOs","Perfective"
"query test package","Adaptive"
"added DeleteQuery","Adaptive"
"allow to pass App class for project specific unit tests","Adaptive"
"better generics for test, still not perfect though","Perfective"
"fix for building multiple queries with one queryBuilder","Corrective"
"Added performance results for Android 4.0 plus a comparison to 2.3","Adaptive"
"created src-test","Adaptive"
"added bi-directional 1:N customer/order example","Adaptive"
"added convenience methods to add relationships with a name, made Entity constructor package-visible","Adaptive"
"added JavaDocs","Administrative"
"Removed schema version from JavaDoc of generated entities and DAOs","Administrative"
"execute SQL script in TX","Adaptive"
"Using a fixed Java 1.6 compiler level for Android projects","Perfective"
"Added LIMIT and OFFSET support for Queries","Adaptive"
"Additional docs","Administrative"
"and unit tests for query limit&offset","Adaptive"
"qoute column names in where and order by clauses","Adaptive"
"use LOCALIZED collation for Strings in ORDER BY","Adaptive"
"moved order test into separate class","Perfective"
"added test for order with upper/lower case and umlauts","Adaptive"
"added orderCustom","Adaptive"
"added testOrderRaw","Adaptive"
"default names for to-many relations end with 'List' now","Perfective"
"Updated libs for example project","Perfective"
"generated example code with current lib version","Adaptive"
"updated readme","Administrative"
"updated copyright year for javadocs","Administrative"
"5 test runs","Perfective"
"deprecated query: groupBy & having does not make sense for entities. Method will be removed","Perfective"
"Don't assume that a Cursor has a CursorWindow (fix for Roboelectric)","Corrective"
"Additional check that key can be acquired (issue #5)","Corrective"
"updated readme for version 1.1.0 and 1.1.1","Administrative"
"added NOT IN condition (#23)","Adaptive"
"preparing V1.1.1 release","Other"
"print schema version before generating","Adaptive"
"throw exception when trying to add relations to protobuf entities","Corrective"
"new flag for skipping table creation & dropping","Adaptive"
"removed unnecessary DAO import for non-active entities","Perfective"
"fixed typo with ordinal","Corrective"
"moved jar to libs (ADT 17)","Perfective"
"V1.1.2 release notes added","Administrative"
"renamed to QuerySpecialNamesTest (missing Test suffix)","Perfective"
"Added 'order' to special names test","Adaptive"
"changed order property to int","Perfective"
"There might be other fields introduced by some tools, just ignore themn(see issue #28)","Corrective"
"Refelected Properties must be public also (issue #28)","Corrective"
"optimized modifier checking for Properties","Perfective"
"added testWhereWithSpecialNamesWithValues","Adaptive"
"make database accessible, refactoring of insert methods","Perfective"
"added insertOrReplaceInTx and another updateInTx variation","Adaptive"
"improved testInsertOrReplaceInTx","Perfective"
"prepared readme for next version (unreleased)","Administrative"
"added logTableDump method","Adaptive"
"Tests: added missing super.setUp and super.teardown, formatting","Adaptive"
"Test for String PK","Adaptive"
"make DAO and DaoSession transient in entities","Perfective"
"Set Cp1252 encoding in project properties","Perfective"
"updated readme: transient and string PKs","Administrative"
"added AbstractDaoTestStringPk","Adaptive"
"added callInTxNoException","Adaptive"
"added deleteInTx to DAO","Adaptive"
"minor clean up","Perfective"
"added AUTOINCREMENT","Adaptive"
"added java docs for *Dao.Properties","Administrative"
"minor rename to pkAutoincrement","Perfective"
"prepared unit test generation for String PK entities","Adaptive"
"idea for future use","Other"
"fixed updateKeyAfterInsert for non-long PKs","Corrective"
"force NOT NULL for String PK, added identity scope test for String PKs","Adaptive"
"added testInsertWithoutPK","Adaptive"
"fixed templates for PK-less entities, test fix","Corrective"
"added SqliteMaster meta entity","Adaptive"
"fixed INDEX creation","Corrective"
"updated readme for V1.2.0RC","Administrative"
"fixed createEntityWithRandomPk: create collision free PKs","Corrective"
"added javaDoc for or() and and()","Administrative"
"outlining some ideas for asynch operations","Adaptive"
"added properties to AsyncOperation","Adaptive"
"TX merging and listeners","Other"
"added async completion features","Adaptive"
"start AsyncSession in DaoSession, first two async tests up and running","Adaptive"
"added support for all operation types to AsyncOperationExecutor","Adaptive"
"Added license headers to asnyc classes","Adaptive"
"added some async docs","Administrative"
"minorcode improvements","Perfective"
"added enqueueEntityOperation helper methods","Adaptive"
"added remaining entity methods to AsyncSession","Adaptive"
"prepared async runInTx and callInTx","Adaptive"
"added queries to async system","Adaptive"
"added DeleteByKey, DeleteAll, Load, LoadAll, Count, and Refresh to async operations","Adaptive"
"added waitForCompletion methods to AsyncOperation","Adaptive"
"changed AsyncOperationExecutor.waitForCompletion methods not to throw InterruptedExecption","Corrective"
"updated README.md for V1.3.0 Preview (2012-??-??): New asynchronous API","Administrative"
"added basic async tests like TX, exception, etc.","Adaptive"
"changed AsyncOperation.getResult semantics","Perfective"
"moved async classes into async package","Perfective"
"introduced AsyncDaoException","Corrective"
"Ignore FindBugs: increment of volatile is fine here because we use a lock","Perfective"
"added AsyncOperation.sequenceNumber","Adaptive"
"added java-formater.xml (Eclipse Code Formatter) so other committers can conform with greenDAO's code style","Adaptive"
"added queryRawCreate returning a Query object","Adaptive"
"added testLike","Adaptive"
"Merge branch 'master' of ssh://gitolite@greencentral.de/AndroidDao","Other"
"dummy file to avoid errors after checkout (no res folder)","Corrective"
"added deleteByKeyInTx","Adaptive"
"added DaoSessionConcurrentTest to verify deadlocks, fixed TX order in executeInsertInTx","Corrective"
"Do TX to acquire a connection before locking the stmt to avoid deadlocks","Corrective"
"throw nice exception if entity is updated or deleted with null key","Corrective"
"fixed potential deadlock in update/updateInTx","Corrective"
"refactoring: TestThread and doTx","Perfective"
"DaoSessionConcurrentTest refactoring and 3 separate concurrent threads","Perfective"
"removed redundant identityScope key removal","Perfective"
"fixed delete locking order to avoid potential deadlocks","Corrective"
"fixed insertWithoutSettingPk locking","Corrective"
"added insertOrReplace to DaoSessionConcurrentTest","Adaptive"
"added testConcurrentQueryDuringTx: Query doesn't involve any statement locking currently, but just to stay on the safe side...","Adaptive"
"prepared README.md for upcoming 1.3.0 release","Administrative"
"added some changes of V1.3.0 to README.md","Administrative"
"added DaoSessionConcurrentWALTest","Adaptive"
"prepared ThreadLocal for queries","Adaptive"
"added forCurrentThread for queries, enforce thread check on queries,","Adaptive"
"Added second thread tests to QueryThreadLocalTest","Adaptive"
"added CountQueryThreadLocalTest and DeleteQueryThreadLocalTest","Adaptive"
"Refactoring: move query classes in new query package","Perfective"
"move IdentityScope related classes in their own package","Perfective"
"fixed identityscope references","Corrective"
"moved WhereCondition to query package","Perfective"
"moved internally used classes into internal package","Perfective"
"updated README.md to reflect refactorings","Administrative"
"fixed locking for to-many","Corrective"
"make to-one relations more thread safe","Perfective"
"prepared maven central upload with gradle","Perfective"
"organized imports","Perfective"
"updated DaoExample to use V1.3.0","Perfective"
"updated freemarker to 2.3.19 for Eclipse","Perfective"
"update year","Perfective"
"build.gradle: We must check if authentication info is available","Other"
"build.gradle: sign only if signing info is available","Other"
"remove DaoExample because R missing from build","Perfective"
"removed redundant != null","Perfective"
"switched to gradle Eclipse plugin for generator projects","Perfective"
"updated README.md","Administrative"
"fixed dependencies to 1.3.0","Corrective"
"added getSelectKeys to TableStatements","Adaptive"
"ADT 22","Other"
"export android lib in .classpath","Perfective"
"added dontCreateApplicationDuringSetUp to DbTest","Adaptive"
"initial content provider generation","Adaptive"
"added preferedRepo","Adaptive"
"Fixed typo.","Corrective"
"Merge pull request #95 from mharper/master Fixed typo.","Other"
"Merge branch 'master' of ssh://github.com/greenrobot/greenDAO","Other"
"fixed combined where clauses for count queries","Corrective"
"don't care about groovy.compiler.level (eclipse setting)","Other"
"Switched version to 1.3.2","Perfective"
"1.3.3-SNAPSHOT: Remove table aliases, not supported for DELETE queries","Perfective"
"removed ThreadLocal for Query to fix leaks","Corrective"
"introduced AbstractQueryData","Adaptive"
"renamed test","Perfective"
"better generalization of AbstractQueryData","Perfective"
"some clean up","Perfective"
"DeleteQuery also uses QueryData now","Perfective"
"minor test improvement","Perfective"
"index bug fix within gc","Corrective"
"added testLoadIdScope_load","Adaptive"
"fixed a concurrency problem with attached entities (#101)","Corrective"
"added AnActiveEntityMultithreadingTest","Adaptive"
"big test refactoring: don't use ApplicationTestCase as base class, which can be problematic when creating the application during setUp()","Perfective"
"v1.3.5","Other"
"offer some convenience methods to create new Application objects in DbTest","Adaptive"
"added V1.3.4 and V1.3.5 to changelog","Adaptive"
"V1.3.6","Other"
"added getNotificationUri to comply with API level 19","Adaptive"
"DeleteQuery: Don't use tableName here because it causes trouble when table name ends with tablePrefix.","Corrective"
"V1.3.7","Other"
"gradlew (1.12)","Other"
"adjustments for android build system 0.10.2, trying android with travis","Perfective"
"travis: make gradlew executable","Perfective"
"travis: fix","Corrective"
"travis: adjusted command order","Perfective"
"added build state to README.md","Administrative"
"Rethrow initial exception in updateInTx if endTransaction also throws","Corrective"
"updated README.md","Administrative"
"Lock must be locked when entering LazyList.loadEntity","Corrective"
"catch exceptions when ending merged transactions","Corrective"
"added some JavaDocs","Administrative"
"gradle updates","Perfective"
"added FLAG_TRACK_CREATOR_STACKTRACE, sessionFlags","Adaptive"
"updated README.md","Administrative"
"CRLF -> LF","Other"
"updated generator dependencies, gradle 2.4","Perfective"
"added outDirEntity to generator","Adaptive"
"Merge branch 'master' into join","Other"
"extracted WhereCollector from QueryBuilder, Join constructor","Perfective"
"sketching JOIN API","Adaptive"
"first working Join","Adaptive"
"added SqlUtils.appendProperty, checkLog, testJoinSimpleParameterValue","Adaptive"
"basic JavaDoc for joins","Administrative"
"javadoc","Administrative"
"bye bye Eclipse","Other"
"CRLF -> LF, remaining files","Other"
"make internal properties package private (#184)","Perfective"
"Revert 'make internal properties package private (#184)' This reverts commit d467bf5be97801b45b53822b3f0be083940ed016.","Other"
"moved TestDaoGenerator into module of its own","Perfective"
"quote columns in PropertyOrderList","Adaptive"
"javadoc to mark internal property used by templates","Administrative"
"setParameter for Date and Boolean values, fixes #58","Corrective"
"typos","Other"
"single-quote column for indexes and to-many order (#fixes 68)","Corrective"
"place repository in root build.gradle","Perfective"
"throw if interface defined more than once (fixes #87)","Corrective"
"always quote tables (fixes #97)","Corrective"
"fix for implementsInterface","Corrective"
"use double quote for table and property names in templates","Adaptive"
"quick fix for CP compilation issues","Corrective"
"fixed some typos, fixes #102","Corrective"
"prepare model for to-many with join","Adaptive"
"updated templates for to-many with join","Perfective"
"added testToManyWithJoin","Adaptive"
"Add execute bit for Gradle wrapper.","Adaptive"
"Merge pull request #195 from johnjohndoe/file-permissions Add execute bit for Gradle wrapper.","Other"
"fix for LazyList.sublist (fixes #146)","Corrective"
"typo","Other"
"setting the base for custom property types based on converters","Adaptive"
"use custom types in entity","Adaptive"
"added some value tests for CustomTypeEntityTest","Adaptive"
"new entity version quotes table name","Adaptive"
"set version to 2.0.0-SNAPSHOT","Perfective"
"updated README.md","Administrative"
"added addImport for entities","Adaptive"
"moved changelog to separate file","Perfective"
"started feature overview","Adaptive"
"added 'Add greenDAO to your project' section","Adaptive"
"moved PropertyConverter into converter package","Perfective"
"prepared IntegerListConverter","Adaptive"
"Version 2.0.0","Other"
"2.1.0-SNAPSHOT","Other"
"first version of CursorQuery","Adaptive"
"fix javadoc","Administrative"
"sketching a Database abstraction","Adaptive"
"SQLCipher database implementation","Adaptive"
"fixes, all unit tests are green again","Corrective"
"Actually add dependencies for OrmLite perf test.","Adaptive"
"Merge pull request #209 from greenrobot-team/fix-missing-dependencies Actually add dependencies for OrmLite perf test.","Other"
"Specify artifact ids in build.gradle files. - Remove settings.gradle files.","Perfective"
"Update Android SDK build tools to 23.0.0. - https://developer.android.com/tools/revisions/build-tools.html - Also update Android Plugin for Gradle to 1.3.1. - http://tools.android.com/tech-docs/new-build-system","Perfective"
"Disable sudo for travis, auto uses new container-based builders.","Perfective"
"Fix Android tests failing due to timeouts. - http://stackoverflow.com/questions/28949722/android-tests-fail-on-travis-with-shellcommandunresponsiveexception","Corrective"
"Merge pull request #210 from greenrobot-team/fix-project-import Fix project import","Other"
"Merge branch 'master' into DbAbstraction Conflicts: DaoGenerator/build.gradle","Other"
"Make DaoExample a proper Android app project. - Use latest greenDao release 2.0.0. - Fix https://github.com/greenrobot/greenDAO/issues/155.","Corrective"
"Merge pull request #212 from greenrobot-team/fix-example-app Fix example app","Other"
"Update ORMlite to 4.48. - http://ormlite.com/changelog.txt - Also add as a gradle dependecy, remove library jars.","Perfective"
"Clean up ORMlite test config.","Perfective"
"Add jcenter to global repositories.","Adaptive"
"Add performance test for realm. - Add realm 0.82.1. - Still have to use old JUnit 3 ApplicationTestCase as there is no new equivalent for AndroidJUnitRunner :(","Adaptive"
"Add property access test to greenDAO perf test. - Simply get every property of the entity under test. Logged as "access-all-1" and "access-all-2".","Adaptive"
"Add BuildConfig flags for enabling perf tests, disabled by default.","Adaptive"
"Add perf test for ActiveAndroid.","Adaptive"
"Add space before time unit. - Also add '(batch)' flag to load log output.","Adaptive"
"- Fix realm delete log.","Corrective"
"Move perf tests to their own directory. - Also clean up OrmLite test, restructure to recommended gradle folder hierarchy.","Perfective"
"Merge pull request #226 from greenrobot-team/extend-performance-tests Extend performance tests","Other"
"Add Android support library repository to travis","Adaptive"
"- Fixes build breakage after adding dependency to Android support library.","Corrective"
"Merge pull request #227 from greenrobot-team/add-support-lib-travis Add Android support library repository to travis","Other"
"Fix codeBeforeSetter","Corrective"
"added codeBeforeGetterAndSetter","Adaptive"
"Merge branch 'master' of ssh://github.com/greenrobot/greenDAO","Other"
"fix async queries","Corrective"
"moving to standard src folders","Perfective"
"adding robolectric tests","Adaptive"
"Merge branch 'master' into DbAbstraction","Other"
"added getAllDaos to DaoSession","Adaptive"
"added changes until now for upcoming V2.1.0","Perfective"
"added Parse perf test","Adaptive"
"Set SDK and build tools in root gradle, update travis config. - Compile with SDK level 23. - Use build tools 23.0.1.","Perfective"
"Fix case of DaoCore source file directory name.","Corrective"
"Merge pull request #232 from greenrobot-team/set-sdk-in-root Set SDK level in root Gradle config, fix travis build.","Other"
"Simplify log output.","Perfective"
"Merge pull request #231 from greenrobot-team/erickok-cupboard-performance-test Cupboard performance test","Other"
"Make Parse test an instrumented test. - Also update parse-android to 1.10.1.","Perfective"
"Add Couchbase perf test. - Take this with a grain of salt, as Couchbase is a NoSQL (document-based) data store. All ops can only be one-by-one, no batching is supported.","Adaptive"
"Add Firebase performance test. - Use firebase-client-android 2.3.1.","Adaptive"
"Merge pull request #230 from greenrobot-team/cleanup-parse-test Make Parse test an instrumented test","Other"
"Merge pull request #234 from greenrobot-team/perf-test-couchbase Add Couchbase perf test","Other"
"Merge pull request #233 from greenrobot-team/perf-test-firebase Add Firebase performance test.","Other"
"Improve Cupboard test. - Shorten log tag. - Add proper start log. - Run delete within test. - Formatting.","Perfective"
"Add concept of indexed string entity query perf test. - Added for cupboard first.","Adaptive"
"Extract string and index generator to common module.","Perfective"
"README: Direct users to ObjectBox.","Administrative"
"README: fix image link.","Administrative"
"fix JavaDocs: escape or replace some characters (>, <, &)","Administrative"
"README: add keep rule for SqlCipherEncryptedHelper.","Administrative"
"Merge pull request #924 from greenrobot/428-avoid-art-warning Wrap EncryptedHelper in interface to reduce Art warnings","Other"
"README: add ProGuard rules.","Administrative"
"README: updates.","Administrative"
"README: fix.","Administrative"
"DaoTest: update Robolectric to 3.8, manually include JUnit.","Perfective"
"Merge branch 'example-updates'","Other"
"updated README.md","Administrative"
"README: use implementation instead of compile.","Administrative"
"doc updates","Administrative"
"V3.2.2 in README","Administrative"
"V3.2.2 in README fix","Administrative"
"Merge pull request #635 from greenrobot-team/set-parameter-chaining-all-queries Support setParameter chaining for all query types","Other"
"Merge pull request #403 from greenrobot-team/common-android-plugin Use plugin versions defined in root config on test projects","Other"
"Add NotNullThing and basic test.","Adaptive"
"Merge remote-tracking branch 'github-team/not-null-entity-test'","Other"
"Merge remote-tracking branch 'github-team/getters-setters-flag'","Other"
"Rename remaining Java dirs to java.","Perfective"
"extracted getConfiguration","Perfective"
"Merge pull request #400 from greenrobot-team/remaining-rx-dao-tests Add remaining RxRao tests.","Other"
"Merge pull request #398 from greenrobot-team/tools-security-updates Gradle security update","Other"
"Move DaoExample to examples folder.","Perfective"
"Add basic RxDao example.","Adaptive"
"Remove unused proguard and Eclipse config files.","Perfective"
"removed app from test","Perfective"
"update README.md deps to 3.1.0","Administrative"
"fix leak introduced 2 days in 1fd5a337edb91ad53439ab9828f71d7e7df63a59","Corrective"
"move test projects into dir 'tests'","Perfective"
"some minor clean ups","Perfective"
"minor JavaDoc","Administrative"
"Merge remote-tracking branch 'github/build-tools-23.0.3'","Other"
"organized import","Perfective"
"README.md: better info on greenDAO 3","Administrative"
"README.md: some first updates for V3.0.0","Administrative"
"fix testListenerMainThread","Corrective"
"make protected DAO methods final, remove superfluous @inheritdoc","Perfective"
"updated NOTICE","Administrative"
"fix generation of unit test artifacts","Corrective"
"javadocs, com.android.tools.build:gradle:2.1.2","Administrative"
"Merge branch 'freemarker-update'","Other"
"Update freemarker [2.3.22 -> 2.3.29].","Perfective"
"Merge pull request #1015 from greenrobot/updates Updates","Other"
"Examples: migrate to AndroidX, remove redundant casts, code clean-up.","Perfective"
"Update Android Plugin [3.2.1 -> 3.5.3].","Perfective"
"DatabaseOpenHelper: move EncryptedHelper out of class, use reflection.","Perfective"
"Extract publish.gradle, only publish required projects.","Perfective"
"Increase Gradle default daemon heap size.","Perfective"
"Merge branch '839-database-error-handler'","Other"
"Merge pull request #990 from greenrobot/proguard-rules-in-readme README: add ProGuard rules.","Other"
"Update RxJava, update SQLCipher version used by tests. - Update encrypted SQLite version check.","Perfective"
"Merge branch 'allow-collate-sqlcipher'","Other"
"fixed two method typos","Corrective"
"made examples more independent: don't use root variables and have fixed version greenDAO deps (resolving some dep cycle issues, too)","Corrective"
"Fix typo in the comment of QueryBuilder.offset() (#436) Is limit, but is meant to be offset instead.","Corrective"
"added property.nonPrimitiveType flag","Adaptive"
"Merge pull request #404 from greenrobot-team/fix-test-directory-case Fix test directory case","Other"
"Make annotation test java directory lower case. - Should fix test collision issues with travis (case-sensitive file system).","Corrective"
"Change example to use objects instead of a cursor. - Use RecyclerView.","Perfective"
"V3.1.0, javadoc fixes and styling","Administrative"
"clean up","Perfective"
"added RxQuery with list and unique","Adaptive"
"updated/unified copyright texts","Administrative"
"license files for api","Administrative"
"updated copyright headers in DaoCore","Administrative"
"added dao.rx() and JavaDoc","Adaptive"
"new clearIdentityScope to allow calling DaoSession.clear() without identity scope","Adaptive"
"improve example","Perfective"
"updated DAO classes with new template version","Perfective"
"Merge branch 'master' into db-abstraction-always-benchmark Conflicts: .gitignore DaoExample/build.gradle DaoTestPerformance/src/androidTest/java/org/greenrobot/greendao/performance/PerformanceTest.java","Other"
"added Benchmark class to store benchmarks in a csv/tsv file","Adaptive"
"PerformanceTest refactoring","Perfective"
"annotation refactorings: removed @Table, renames","Perfective"
"separated annotations into their own project","Perfective"
"moved basic uploadArchives info into root project for all sub projects","Perfective"
"removed dao generator project for example","Perfective"
"removed broken imports from SimpleEntityContentProvider","Perfective"
"moving database package to org.greenrobot.greendao","Perfective"
"minor clean up of example entities","Perfective"
"convert example project to gradle-plugin","Perfective"
"restore standard/entity.ftl","Perfective"
"moved generator classes to org.greenrobot.greendao.generator","Perfective"
"moved core classes to org.greenrobot.greendao","Perfective"
"rename pkg annotations -> annotation","Perfective"
"Merge branch 'master' into greendao3","Other"
"DaoGenerator: change version to 3.0.0-1-SNAPSHOT","Perfective"
"DaoTestGenerator: add application plugin","Adaptive"
"add @JoinEntity and @JoinOn annotations","Adaptive"
"minor javadoc change","Administrative"
"adjust example to use encryption","Perfective"
"divided test into base, test, and perf-test","Perfective"
"various clean ups & updates","Perfective"
"added DISTINCT to query builder","Adaptive"
"added javaDocs for entity properties","Administrative"
"added javaDoc and codeBeforeClass to Entity, freemarker:2.3.23","Administrative"
"removed org.apache.commons.lang3.RandomStringUtils","Perfective"
"moving database package into new src folder","Perfective"
"loadAllFromCursor with deadlock prevention","Corrective"
"DeadlockPreventionTest: dump thread stacks when deadlock is detected","Corrective"
"Merge pull request #238 from greenrobot-team/perf-test-sqlite Add performance test for raw SQLite.","Other"
"Merge pull request #236 from greenrobot-team/indexed-entity-test Add indexed property performance tests.","Other"
"Clean up Realm test. - Update realm-android to 0.82.2. https://github.com/realm/realm-java/blob/master/changelog.txt","Perfective"
"Add indexed string test for greenDAO.","Adaptive"
"Clean up OrmLite test.","Perfective"
"Clean up PerformanceTestActiveAndroid.","Perfective"
